박윤, SK, 0.214, 0.111, 0.143, 0.111, 0.254, 0.123, -0.62
정의윤, LG, 0.354, 0.258, 0.333, 0.303, 0.636, 0.297, -0.63
박찬도, 삼성, 0.297, 0.213, 0.307, 0.258, 0.565, 0.269, -0.64
하준호, 롯데, 0.267, 0.167, 0.167, 0.300, 0.467, 0.194, -0.65
고동진, 한화, 0.217, 0.169, 0.246, 0.237, 0.483, 0.226, -0.66
고장혁, KIA, 0.194, 0.154, 0.214, 0.250, 0.464, 0.212, -0.66
최선호, 삼성, 0.241, 0.167, 0.167, 0.190, 0.357, 0.158, -0.72
오준혁, KIA, 0.259, 0.215, 0.238, 0.316, 0.554, 0.240, -0.73
이병규(9), LG, 0.256, 0.219, 0.255, 0.323, 0.578, 0.254, -0.78
문상철, kt, 0.239, 0.163, 0.230, 0.275, 0.505, 0.229, -0.78
노진혁, NC, 0.107, 0.079, 0.122, 0.132, 0.254, 0.118, -0.78
손용석, 롯데, 0.259, 0.217, 0.229, 0.246, 0.475, 0.213, -0.81
문규현, 롯데, 0.278, 0.245, 0.283, 0.321, 0.604, 0.269, -0.87
최재훈, 두산, 0.185, 0.152, 0.234, 0.182, 0.416, 0.203, -0.99
김대우, 롯데, 0.260, 0.174, 0.224, 0.304, 0.528, 0.232, -1.02
최용규, KIA, 0.281, 0.225, 0.281, 0.313, 0.594, 0.264, -1.03
손주인, LG, 0.294, 0.246, 0.307, 0.283, 0.590, 0.275, -1.04
김진곤, kt, 0.277, 0.212, 0.221, 0.224, 0.445, 0.201, -1.12
양석환, LG, 0.306, 0.260, 0.293, 0.394, 0.687, 0.295, -1.13
배병옥, kt, 0.122, 0.092, 0.119, 0.154, 0.273, 0.122, -1.23
박찬호, KIA, 0.250, 0.182, 0.233, 0.234, 0.467, 0.215, -1.24
정범모, 한화, 0.176, 0.135, 0.215, 0.156, 0.371, 0.186, -1.28
주현상, 한화, 0.265, 0.210, 0.288, 0.243, 0.531, 0.254, -1.29
박지규, LG, 0.285, 0.205, 0.259, 0.263, 0.522, 0.239, -1.38
김호령, KIA, 0.318, 0.218, 0.274, 0.284, 0.558, 0.255, -1.41
송주호, 한화, 0.262, 0.200, 0.243, 0.264, 0.507, 0.231, -1.43
권용관, 한화, 0.291, 0.220, 0.284, 0.304, 0.588, 0.265, -1.62
심우준, kt, 0.217, 0.169, 0.181, 0.239, 0.420, 0.183, -1.71
박계현, SK, 0.277, 0.231, 0.294, 0.239, 0.533, 0.255, -1.84
